1.267330000000000123e-01,-4.724326000000000220e-02,-5.160787000000000013e-02,2.032257999999999949e-04
8.393517999999999812e-02,1.132235000000000012e-02,-5.164865999999999902e-02,4.079857999999999792e-05
1.486603999999999981e-01,-5.334181999999999813e-02,-5.173165999999999876e-02,8.261016999999999666e-02
-2.264698000000000058e-02,-1.097641000000000033e-01,1.133662000000000003e-01,7.518531999999999993e-02
-7.293318999999999497e-02,-1.986838999999999966e-02,9.863795000000000202e-02,1.314445000000000023e-02
-6.508530999999999345e-02,1.133259000000000002e-02,1.396358000000000044e-01,-6.804649000000000114e-02
-5.287029000000000034e-02,4.708223000000000269e-02,-3.742353999999999820e-02,-1.087795000000000012e-01
2.663137999999999964e-02,8.759106999999999310e-02,-7.811086999999999891e-02,-1.535514999999999970e-02
1.208696999999999966e-01,-2.716808999999999891e-02,-6.837200000000000222e-02,1.060670000000000016e-02
-2.795486000000000151e-02,-9.247213999999999434e-02,-5.712358000000000019e-02,7.657459999999999614e-03
-6.620715000000000627e-02,-1.505012000000000016e-02,-5.326924000000000242e-02,2.379869000000000168e-03
-6.067158000000000273e-02,8.227272000000000751e-03,-5.257123999999999825e-02,4.628435999999999878e-04
-5.229904999999999970e-02,6.741935000000000115e-03,-5.255009000000000069e-02,8.014630999999999600e-05
-4.962824999999999875e-02,1.999015000000000167e-02,-5.261745000000000311e-02,3.059509000000000051e-05
-1.472551000000000068e-02,9.647234999999999838e-02,-5.269548999999999761e-02,2.551181999999999997e-05
1.413512000000000102e-01,9.642820000000000558e-02,-5.277310999999999808e-02,2.597525999999999904e-05
1.781398999999999899e-01,-2.143793000000000087e-02,-5.285031999999999924e-02,2.644029000000000092e-05
9.894970999999999628e-02,-3.897808999999999996e-02,-5.292710999999999943e-02,2.690506999999999887e-05
9.965640000000000609e-02,2.825157999999999836e-02,-5.300347999999999865e-02,2.736773000000000097e-05
1.549345000000000028e-01,-5.459297999999999929e-02,-5.307943999999999857e-02,6.121084000000000247e-02
-9.348728000000000593e-03,-1.147029999999999994e-01,6.921104000000000145e-02,7.119506000000000445e-02
-7.636874000000000440e-02,-3.006889999999999910e-02,8.925495999999999430e-02,-5.665138000000000118e-02
-7.223153000000000212e-02,9.944829000000000516e-03,-4.412263000000000296e-02,2.057347000000000169e-03
-5.917175999999999686e-02,1.051506999999999963e-02,9.317359000000000058e-02,6.525604999999999600e-02
-5.372886999999999802e-02,4.448656999999999959e-03,8.636341999999999630e-02,2.103599999999999914e-02
-5.273306999999999994e-02,1.666507999999999922e-03,1.352111000000000007e-01,3.453051000000000037e-02
-5.284188000000000079e-02,3.853569999999999912e-02,1.554503999999999886e-01,-6.205509000000000025e-02
2.189092999999999942e-02,8.473198999999999315e-02,1.115200000000000045e-02,-1.148951000000000000e-01
1.151200000000000001e-01,-2.770506000000000010e-02,-7.446743000000000112e-02,6.035899000000000125e-02
-3.384198000000000067e-02,-9.251231000000000038e-02,1.316363000000000116e-01,1.013441000000000064e-01
-7.211167999999999745e-02,-1.502237000000000017e-02,1.282423000000000035e-01,-2.793769000000000113e-02
-6.657788000000000594e-02,8.262843000000000618e-03,7.577833999999999959e-02,-9.501210999999999685e-02
-5.820716000000000084e-02,6.777504000000000167e-03,-6.182949000000000084e-02,5.150209999999999684e-03
-5.553815000000000141e-02,2.709248000000000038e-03,8.586075999999999431e-02,7.304668999999999746e-02
-5.527017000000000041e-02,1.263302000000000001e-03,8.422878000000000309e-02,2.422469999999999832e-02
-5.548966999999999788e-02,9.844221000000000221e-04,1.342730000000000035e-01,-6.221770000000000078e-02
-5.578223000000000209e-02,9.476412000000000030e-04,-4.018176999999999860e-02,-1.072430999999999940e-01
-5.607899000000000217e-02,9.473723999999999557e-04,-8.040424999999999656e-02,-1.508553999999999971e-02
-5.637584000000000345e-02,9.491493000000000369e-04,-7.059384000000000492e-02,1.065012000000000077e-02
-5.667280000000000234e-02,6.213392999999999694e-02,-5.933284999999999948e-02,7.671405000000000064e-03
6.539615000000000011e-02,7.142131000000000174e-02,-5.546593999999999830e-02,2.393816999999999907e-03
8.521805000000000352e-02,-5.653861000000000303e-02,-5.475533999999999957e-02,4.767948999999999842e-04
-4.838209000000000259e-02,2.931996000000000081e-03,-5.472157999999999883e-02,9.410095999999999630e-05
8.869104999999999350e-02,6.534824000000000188e-02,-5.477632999999999808e-02,4.454938000000000273e-05
8.165730000000000210e-02,2.115695000000000076e-02,-5.484173999999999993e-02,5.047025000000000014e-05
1.302589000000000108e-01,-6.306680000000000619e-02,-5.488472999999999963e-02,9.749149999999999483e-02
-4.460759000000000252e-02,-1.064984999999999959e-01,1.399318999999999980e-01,8.283873999999999405e-02
-8.508140000000000147e-02,-1.401903999999999997e-02,1.108245999999999953e-01,-1.618193999999999882e-02
-7.550089000000000106e-02,1.167255000000000029e-02,1.075638000000000011e-01,-8.194529000000000396e-02
-6.447033000000000624e-02,8.630509999999999224e-03,-5.307420999999999667e-02,-3.307613000000000220e-02
-6.083436999999999872e-02,3.331788000000000024e-03,4.120437999999999878e-02,6.819068999999999825e-02
-6.035526000000000085e-02,1.411645000000000000e-03,8.321676999999999547e-02,5.716181000000000040e-02
-6.055353000000000124e-02,8.361991000000000562e-02,1.554896000000000056e-01,-5.437684999999999741e-02
1.043396000000000046e-01,5.788738999999999690e-02,-2.548579999999999943e-02,-1.179843000000000003e-01
5.476210000000000105e-02,-8.199128999999999445e-02,-8.065197999999999812e-02,-2.401806999999999900e-02
-6.072924999999999851e-02,-6.620958000000000399e-02,-7.376323999999999381e-02,1.071343000000000018e-01
-8.020423999999999609e-02,-3.867259000000000061e-03,1.333837999999999968e-01,9.139373000000000635e-02
-7.125729000000000091e-02,9.122721000000000302e-03,1.090480000000000060e-01,-1.328923000000000083e-02
-6.463915000000000632e-02,5.426054999999999941e-03,1.067990000000000050e-01,-8.136894999999999545e-02
-6.300182000000000004e-02,2.119909000000000116e-03,-5.369911000000000129e-02,-3.299581000000000042e-02
-6.297524999999999651e-02,6.229583999999999816e-03,4.059941000000000244e-02,6.314636999999999334e-02
-5.311823999999999713e-02,1.037193000000000004e-01,7.250246999999999942e-02,-4.559906999999999849e-02
1.420124000000000108e-01,1.018400000000000000e-01,-5.065038000000000179e-02,-7.380285999999999791e-02
1.505791999999999964e-01,-3.505723000000000172e-02,-7.530739000000000183e-02,-7.987149000000000679e-03
7.202364999999999462e-02,-1.892744999999999844e-02,-6.685936000000000656e-02,8.256229999999999819e-03
1.118563999999999947e-01,3.385656000000000082e-02,-5.901914999999999939e-02,5.206007000000000343e-03
1.393726999999999883e-01,-5.654353000000000157e-02,-5.666187000000000307e-02,1.471850999999999932e-03
-1.246665000000000099e-03,-1.125393999999999978e-01,-5.628704999999999820e-02,2.949097000000000133e-04
-8.750085000000000501e-02,-4.205654999999999810e-02,-5.628318000000000210e-02,8.016669999999999937e-05
-8.824558999999999875e-02,7.874473999999999363e-03,-5.633784000000000014e-02,6.123415000000000108e-02
-7.464714999999999545e-02,1.140535999999999980e-02,6.597393000000000007e-02,7.627520000000000133e-02
-6.815809999999999924e-02,5.235212999999999846e-03,9.615282999999999469e-02,4.613749999999999796e-02
-6.681787000000000143e-02,1.959858999999999993e-03,1.582265999999999950e-01,-6.107888000000000206e-02
-6.686258000000000479e-02,1.154976000000000049e-03,-2.595041999999999835e-02,-1.025616000000000028e-01
-6.713268000000000013e-02,1.039605999999999994e-03,-4.707010999999999834e-02,7.107534999999999548e-02
-6.741154000000000590e-02,9.846649999999999847e-02,1.160005999999999954e-01,8.768612000000000281e-03
1.271685999999999928e-01,4.519982000000000166e-02,-2.953066999999999845e-02,-9.524472000000000493e-02
2.281771000000000146e-02,-9.929369999999999863e-02,-7.466688999999999965e-02,-2.052160999999999916e-02
-7.290913999999999728e-02,5.076001000000000124e-02,-7.080778000000000072e-02,6.782853000000000146e-03
1.216364999999999946e-01,9.361390999999999463e-02,-6.133029999999999732e-02,6.634466000000000321e-03
1.140782999999999936e-01,-2.529025000000000023e-02,-5.775622999999999868e-02,2.236123999999999924e-03
7.072001999999999455e-02,7.508522000000000113e-03,-5.707099999999999673e-02,4.741793000000000223e-04
1.282108999999999888e-01,-5.819951000000000291e-02,-5.701997000000000315e-02,1.128019999999999950e-04
-4.583621000000000223e-02,-1.728677999999999881e-01,-5.705744000000000093e-02,6.858174999999999775e-05
