-3.871933999999999793e-02,8.423686000000000108e-04,-4.962661000000000155e-02,9.051351000000000408e-06
-3.901135000000000019e-02,8.441838000000000336e-04,-4.971899999999999931e-02,9.311586000000000805e-06
-3.930343000000000031e-02,8.459659000000000449e-04,-4.981098999999999943e-02,5.066596999999999941e-03
-3.959556999999999660e-02,8.477466000000000125e-04,-3.978891999999999846e-02,1.027758000000000005e-01
-3.988777999999999768e-02,8.495277000000000080e-04,1.555498999999999910e-01,1.944138000000000116e-02
-4.018005999999999661e-02,8.513092000000000315e-04,-8.549719999999999586e-04,-9.266486000000000167e-02
-4.047241000000000033e-02,8.530893000000000113e-04,-2.992229999999999890e-02,6.316220000000000168e-02
-4.076483000000000190e-02,8.548698000000000191e-04,1.252909000000000106e-01,3.610594999999999864e-03
-4.105730999999999964e-02,8.566507999999999805e-04,-2.268738000000000005e-02,-5.920332999999999846e-02
-4.134986000000000217e-02,8.584302999999999725e-04,6.714755000000000203e-03,6.341119000000000616e-02
-4.164248999999999729e-02,8.602084000000000293e-04,1.040018999999999944e-01,-2.096338000000000021e-02
-4.193518999999999719e-02,6.204499000000000125e-02,-3.522465000000000318e-02,-8.673954000000000386e-02
8.013805999999999707e-02,7.133237000000000605e-02,-6.966226000000000362e-02,-1.386638999999999927e-02
9.996425999999999923e-02,-5.662753999999999704e-02,-6.318513000000000601e-02,7.688361000000000327e-03
-3.363154000000000143e-02,-7.974715999999999749e-02,-5.450520999999999838e-02,8.847953000000000068e-02
-6.173448000000000130e-02,8.353298999999999794e-03,1.135649999999999993e-01,5.963508000000000003e-02
-1.948483000000000159e-02,1.040369000000000016e-01,6.476415000000000644e-02,-8.197058999999999596e-02
1.443138999999999950e-01,4.033255999999999820e-03,-5.043740000000000029e-02,-6.712764999999999704e-02
-1.137181999999999950e-02,-6.423566999999999472e-02,-6.969503999999999977e-02,-4.934596999999999768e-03
1.391974999999999983e-02,6.219194000000000111e-02,-6.053432999999999731e-02,8.104765999999999360e-03
1.114090999999999970e-01,8.252378999999999964e-02,-5.370189999999999686e-02,4.446246000000000052e-03
1.785975999999999952e-01,7.421846999999999646e-03,-5.184977000000000336e-02,1.149833999999999969e-03
